schema_version	evaluation_id	case_id	annotation_profile_id	mechanism_id	primitive_id	status	eligible_for_later_visualization	terminal_reason_code	terminal_reason_details
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::cellularity-increase-v1	g2_103_colorectal_tumor_increase_761cca0541	glas-gland-v1	colorectal-local-population-modulation	cellularity-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::cellularity-increase-v1	g2_104_colorectal_tumor_increase_74de4f2d0f	glas-gland-v1	colorectal-local-population-modulation	cellularity-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::cellularity-increase-v1	g2_105_colorectal_tumor_increase_cd730a57be	glas-gland-v1	colorectal-local-population-modulation	cellularity-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::cellularity-decrease-v1	g2_101_colorectal_tumor_increase_92bc8db15a	glas-gland-v1	colorectal-local-population-modulation	cellularity-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::cellularity-decrease-v1	g2_102_colorectal_tumor_increase_f9c512abf3	glas-gland-v1	colorectal-local-population-modulation	cellularity-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::cellularity-decrease-v1	g2_103_colorectal_tumor_increase_761cca0541	glas-gland-v1	colorectal-local-population-modulation	cellularity-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::cellularity-decrease-v1	g2_104_colorectal_tumor_increase_74de4f2d0f	glas-gland-v1	colorectal-local-population-modulation	cellularity-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::cellularity-decrease-v1	g2_105_colorectal_tumor_increase_cd730a57be	glas-gland-v1	colorectal-local-population-modulation	cellularity-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::neoplastic-cell-abundance-increase-v1	g2_101_colorectal_tumor_increase_92bc8db15a	glas-gland-v1	colorectal-local-population-modulation	neoplastic-cell-abundance-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::neoplastic-cell-abundance-increase-v1	g2_102_colorectal_tumor_increase_f9c512abf3	glas-gland-v1	colorectal-local-population-modulation	neoplastic-cell-abundance-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::neoplastic-cell-abundance-increase-v1	g2_103_colorectal_tumor_increase_761cca0541	glas-gland-v1	colorectal-local-population-modulation	neoplastic-cell-abundance-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::neoplastic-cell-abundance-increase-v1	g2_104_colorectal_tumor_increase_74de4f2d0f	glas-gland-v1	colorectal-local-population-modulation	neoplastic-cell-abundance-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::neoplastic-cell-abundance-increase-v1	g2_105_colorectal_tumor_increase_cd730a57be	glas-gland-v1	colorectal-local-population-modulation	neoplastic-cell-abundance-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::neoplastic-cell-abundance-decrease-v1	g2_101_colorectal_tumor_increase_92bc8db15a	glas-gland-v1	colorectal-local-population-modulation	neoplastic-cell-abundance-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::neoplastic-cell-abundance-decrease-v1	g2_102_colorectal_tumor_increase_f9c512abf3	glas-gland-v1	colorectal-local-population-modulation	neoplastic-cell-abundance-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::neoplastic-cell-abundance-decrease-v1	g2_103_colorectal_tumor_increase_761cca0541	glas-gland-v1	colorectal-local-population-modulation	neoplastic-cell-abundance-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::neoplastic-cell-abundance-decrease-v1	g2_104_colorectal_tumor_increase_74de4f2d0f	glas-gland-v1	colorectal-local-population-modulation	neoplastic-cell-abundance-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-local-population-modulation::neoplastic-cell-abundance-decrease-v1	g2_105_colorectal_tumor_increase_cd730a57be	glas-gland-v1	colorectal-local-population-modulation	neoplastic-cell-abundance-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-tumor-budding-front::peritumoral-neoplastic-scatter-increase-v1	g2_101_colorectal_tumor_increase_92bc8db15a	glas-gland-v1	colorectal-tumor-budding-front	peritumoral-neoplastic-scatter-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	glas-gland-v1::colorectal-tumor-budding-front::peritumoral-neoplastic-scatter-increase-v1	g2_102_colorectal_tumor_increase_f9c512abf3	glas-gland-v1	colorectal-tumor-budding-front	peritumoral-neoplastic-scatter-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	glas-gland-v1::colorectal-tumor-budding-front::peritumoral-neoplastic-scatter-increase-v1	g2_103_colorectal_tumor_increase_761cca0541	glas-gland-v1	colorectal-tumor-budding-front	peritumoral-neoplastic-scatter-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-tumor-budding-front::peritumoral-neoplastic-scatter-increase-v1	g2_104_colorectal_tumor_increase_74de4f2d0f	glas-gland-v1	colorectal-tumor-budding-front	peritumoral-neoplastic-scatter-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-tumor-budding-front::peritumoral-neoplastic-scatter-increase-v1	g2_105_colorectal_tumor_increase_cd730a57be	glas-gland-v1	colorectal-tumor-budding-front	peritumoral-neoplastic-scatter-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-tumor-budding-front::peritumoral-small-cluster-increase-v1	g2_101_colorectal_tumor_increase_92bc8db15a	glas-gland-v1	colorectal-tumor-budding-front	peritumoral-small-cluster-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	glas-gland-v1::colorectal-tumor-budding-front::peritumoral-small-cluster-increase-v1	g2_102_colorectal_tumor_increase_f9c512abf3	glas-gland-v1	colorectal-tumor-budding-front	peritumoral-small-cluster-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	glas-gland-v1::colorectal-tumor-budding-front::peritumoral-small-cluster-increase-v1	g2_103_colorectal_tumor_increase_761cca0541	glas-gland-v1	colorectal-tumor-budding-front	peritumoral-small-cluster-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-tumor-budding-front::peritumoral-small-cluster-increase-v1	g2_104_colorectal_tumor_increase_74de4f2d0f	glas-gland-v1	colorectal-tumor-budding-front	peritumoral-small-cluster-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	glas-gland-v1::colorectal-tumor-budding-front::peritumoral-small-cluster-increase-v1	g2_105_colorectal_tumor_increase_cd730a57be	glas-gland-v1	colorectal-tumor-budding-front	peritumoral-small-cluster-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cell-type-abundance-increase-v1	g2_401_prostate_tumor_increase_6593461ec7	panda-gleason-v1	prostate-local-population-modulation	cell-type-abundance-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cell-type-abundance-increase-v1	g2_402_prostate_tumor_increase_4b9c1b89ec	panda-gleason-v1	prostate-local-population-modulation	cell-type-abundance-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cell-type-abundance-increase-v1	g2_403_prostate_tumor_increase_81666c18a1	panda-gleason-v1	prostate-local-population-modulation	cell-type-abundance-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cell-type-abundance-increase-v1	g2_404_prostate_tumor_increase_20d3a0a4a7	panda-gleason-v1	prostate-local-population-modulation	cell-type-abundance-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cell-type-abundance-increase-v1	g2_405_prostate_tumor_increase_1f72f9c4ad	panda-gleason-v1	prostate-local-population-modulation	cell-type-abundance-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cell-type-abundance-decrease-v1	g2_401_prostate_tumor_increase_6593461ec7	panda-gleason-v1	prostate-local-population-modulation	cell-type-abundance-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cell-type-abundance-decrease-v1	g2_402_prostate_tumor_increase_4b9c1b89ec	panda-gleason-v1	prostate-local-population-modulation	cell-type-abundance-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cell-type-abundance-decrease-v1	g2_403_prostate_tumor_increase_81666c18a1	panda-gleason-v1	prostate-local-population-modulation	cell-type-abundance-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cell-type-abundance-decrease-v1	g2_404_prostate_tumor_increase_20d3a0a4a7	panda-gleason-v1	prostate-local-population-modulation	cell-type-abundance-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cell-type-abundance-decrease-v1	g2_405_prostate_tumor_increase_1f72f9c4ad	panda-gleason-v1	prostate-local-population-modulation	cell-type-abundance-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cellularity-increase-v1	g2_401_prostate_tumor_increase_6593461ec7	panda-gleason-v1	prostate-local-population-modulation	cellularity-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cellularity-increase-v1	g2_402_prostate_tumor_increase_4b9c1b89ec	panda-gleason-v1	prostate-local-population-modulation	cellularity-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cellularity-increase-v1	g2_403_prostate_tumor_increase_81666c18a1	panda-gleason-v1	prostate-local-population-modulation	cellularity-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cellularity-increase-v1	g2_404_prostate_tumor_increase_20d3a0a4a7	panda-gleason-v1	prostate-local-population-modulation	cellularity-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cellularity-increase-v1	g2_405_prostate_tumor_increase_1f72f9c4ad	panda-gleason-v1	prostate-local-population-modulation	cellularity-increase-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cellularity-decrease-v1	g2_401_prostate_tumor_increase_6593461ec7	panda-gleason-v1	prostate-local-population-modulation	cellularity-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cellularity-decrease-v1	g2_402_prostate_tumor_increase_4b9c1b89ec	panda-gleason-v1	prostate-local-population-modulation	cellularity-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cellularity-decrease-v1	g2_403_prostate_tumor_increase_81666c18a1	panda-gleason-v1	prostate-local-population-modulation	cellularity-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cellularity-decrease-v1	g2_404_prostate_tumor_increase_20d3a0a4a7	panda-gleason-v1	prostate-local-population-modulation	cellularity-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable
p1-preflight-status-table-v1	panda-gleason-v1::prostate-local-population-modulation::cellularity-decrease-v1	g2_405_prostate_tumor_increase_1f72f9c4ad	panda-gleason-v1	prostate-local-population-modulation	cellularity-decrease-v1	reject	false	frozen_source_authority_failed	execution_nuclei_mask_authority:source_asset_unavailable|execution_nuclei_mask_authority:source_digest_not_frozen|execution_tissue_mask_authority:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_asset_unavailable|reader_side_only_never_execution_planner_input:source_digest_not_frozen
